,CASE_STATUS,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE
987807,CERTIFIED,computer programmer,Y,46821.0,2015.0,california
2245023,CERTIFIED,software engineering lead,Y,66810.0,2012.0,ohio
1544908,CERTIFIED,programmer analyst,Y,52770.0,2014.0,new jersey
825095,CERTIFIED,computer systems analyst,Y,52499.2,2015.0,indiana
2788863,CERTIFIED,software engineer,Y,115024.0,2011.0,california
2077320,CERTIFIED,programmer analyst,Y,64542.0,2013.0,massachusetts
1590107,CERTIFIED,software engineer & tester,Y,44658.0,2014.0,michigan
1941948,WITHDRAWN,computer programmer analyst,Y,62733.0,2013.0,california
850870,CERTIFIED,programmer analyst,Y,52499.0,2015.0,new jersey
822010,CERTIFIED,"computer software engineer, applications",Y,90168.0,2015.0,missouri
412654,CERTIFIED,programmer/developer,Y,98800.0,2016.0,illinois
254196,CERTIFIED,programmer analyst,N,45011.0,2016.0,texas
2258270,CERTIFIED,computer programmer analyst,Y,61526.0,2012.0,new jersey
1990766,CERTIFIED,programmer analyst,Y,77480.0,2013.0,massachusetts
2582375,CERTIFIED,programmer analyst,Y,53394.0,2012.0,new york
1571114,CERTIFIED,computer programmer,Y,59467.0,2014.0,kansas
270183,CERTIFIED,senior programmer analyst,Y,83304.0,2016.0,california
309276,CERTIFIED,senior software engineer,Y,117458.0,2016.0,washington
2975374,CERTIFIED-WITHDRAWN,software engineer,Y,103656.0,2011.0,california
420459,CERTIFIED,senior software engineer - prospecting,Y,138445.0,2016.0,california
112604,CERTIFIED,computer systems analyst,N,68411.0,2016.0,washington
2443383,CERTIFIED,programmer analyst,Y,78458.0,2012.0,pennsylvania
2147271,CERTIFIED,programmer analyst,Y,60736.0,2013.0,new jersey
2289627,CERTIFIED,programmer analyst,Y,55245.0,2012.0,new jersey
267245,CERTIFIED,computer programmer analyst,N,52832.0,2016.0,california
2530639,CERTIFIED,software engineer,Y,92019.0,2012.0,california
2869848,DENIED,computer programmer,N,50356.8,2011.0,illinois
1400599,CERTIFIED,software engineer,Y,69680.0,2014.0,virginia
1602780,CERTIFIED,computer programmer,Y,61734.0,2014.0,texas
2473704,CERTIFIED,software developer,Y,44699.0,2012.0,florida
2645080,CERTIFIED,computer programmer/configurer 2,Y,90043.0,2011.0,california
985573,CERTIFIED,programmer analyst,Y,52499.0,2015.0,new jersey
2853352,CERTIFIED-WITHDRAWN,programmer analyst,Y,42515.0,2011.0,florida
366925,CERTIFIED,senior professional: software engineer,Y,81952.0,2016.0,texas
1266667,CERTIFIED-WITHDRAWN,software engineer 1,Y,47674.0,2014.0,tennessee
241245,DENIED,computer programmer,N,52832.0,2016.0,california
1989401,CERTIFIED,software developer  - test i,Y,58302.0,2013.0,texas
2456133,CERTIFIED,network & computer systems administrator,Y,55557.0,2012.0,washington
2880258,CERTIFIED,programmer analyst,Y,70907.2,2011.0,california
2165458,CERTIFIED,programmer analyst,Y,61693.0,2013.0,california
283929,CERTIFIED-WITHDRAWN,sr. technical consultant (software engineer),Y,81557.0,2016.0,north carolina
251568,CERTIFIED,programmer analyst,N,51730.0,2016.0,new jersey
2806854,CERTIFIED,computer software engineer,Y,89606.0,2011.0,california
2398774,CERTIFIED,programmer analyst,Y,60986.0,2012.0,wisconsin
195804,CERTIFIED,computer system analyst,Y,70762.0,2016.0,new jersey
976315,CERTIFIED,software engineer,Y,91374.0,2015.0,new jersey
2961641,CERTIFIED,computer systems analyst,Y,47403.0,2011.0,florida
2351557,CERTIFIED-WITHDRAWN,senior software developer,Y,92394.0,2012.0,arizona
255708,CERTIFIED,programmer analyst,N,46842.0,2016.0,illinois
381621,CERTIFIED,software engineer (.net developer),Y,70138.0,2016.0,california
2081684,CERTIFIED-WITHDRAWN,programmer analyst - ii,Y,63898.0,2013.0,georgia
2633092,CERTIFIED,software engineer,Y,84802.0,2012.0,california
2195477,CERTIFIED,computer systems analyst,Y,63107.0,2013.0,georgia
1978986,CERTIFIED,computer specialist / system support and developme,Y,58906.0,2013.0,illinois
1750019,CERTIFIED,computer systems analyst 3,Y,81370.0,2014.0,texas
2533367,CERTIFIED,programmer analyst - ii,Y,67101.0,2012.0,new jersey
210651,CERTIFIED,application programmer,N,63690.0,2016.0,texas
1402670,CERTIFIED,programmer analyst,Y,62442.0,2014.0,new jersey
1304147,CERTIFIED-WITHDRAWN,programmer analyst,Y,52770.0,2014.0,new jersey
310015,CERTIFIED-WITHDRAWN,software engineer,Y,100657.0,2016.0,california
1013391,CERTIFIED,software engineer - user experience designer,Y,57949.0,2015.0,georgia
2146844,CERTIFIED,senior software developer,Y,57595.0,2013.0,california
1140107,CERTIFIED,programmer analyst,Y,63981.0,2015.0,texas
2523099,CERTIFIED,computer systems analyst,Y,60819.0,2012.0,pennsylvania
1230224,CERTIFIED,software engineer,Y,72400.0,2015.0,california
1745180,CERTIFIED,computer programmer,Y,58136.0,2014.0,new jersey
379529,CERTIFIED,software engineer,Y,84739.0,2016.0,washington
2889251,CERTIFIED,computer engineer/embedded software engineer,Y,56306.0,2011.0,michigan
291318,CERTIFIED,software engineer,Y,101088.0,2016.0,washington
2645683,CERTIFIED,computer programmer/configurer 2,Y,63024.0,2011.0,georgia
2408838,CERTIFIED,computer systems analyst,N,59592.0,2012.0,california
1992379,CERTIFIED,programmer analyst,Y,51646.0,2013.0,new york
1991908,CERTIFIED,programmer analyst,Y,50336.0,2013.0,texas
2178528,CERTIFIED-WITHDRAWN,ui developer / software engineer,Y,100714.0,2013.0,california
162968,WITHDRAWN,programmer analyst,N,58885.0,2016.0,wisconsin
455960,CERTIFIED,computer specialist/system support and development admin 2,N,58843.0,2016.0,wisconsin
669089,CERTIFIED-WITHDRAWN,oracle/bi programmer,Y,56306.0,2015.0,ohio
384182,CERTIFIED,software engineer 2,Y,78395.0,2016.0,minnesota
1170968,WITHDRAWN,programmer analyst,Y,68411.0,2015.0,washington
424593,CERTIFIED,programmer/developer 3,Y,115398.0,2016.0,new jersey
2516914,CERTIFIED,programmer/computer systems analyst,Y,59488.0,2012.0,michigan
1923518,CERTIFIED,software engineer,Y,66685.0,2013.0,california
706183,CERTIFIED,programmer analyst,Y,57304.0,2015.0,illinois
2021389,CERTIFIED,software developer,Y,74100.0,2013.0,california
2417569,CERTIFIED-WITHDRAWN,it applications programmer sr,Y,83179.0,2012.0,colorado
1309376,CERTIFIED-WITHDRAWN,software engineer,Y,116605.0,2014.0,california
1553296,CERTIFIED-WITHDRAWN,software engineer,Y,62379.2,2014.0,texas
2438838,CERTIFIED,programmer analyst,Y,55702.0,2012.0,new jersey
867995,CERTIFIED,programmer analyst,Y,52187.0,2015.0,florida
2155023,CERTIFIED,computer systems analyst,Y,80538.0,2013.0,illinois
208798,CERTIFIED,programmer analyst,N,56014.0,2016.0,north carolina
1376850,CERTIFIED,computer specialist / testing and quality analyst,Y,77501.0,2014.0,texas
1272333,CERTIFIED-WITHDRAWN,programmer analyst,Y,63274.0,2014.0,illinois
1338591,CERTIFIED,software engineer,Y,86882.0,2014.0,georgia
2490083,CERTIFIED,computer programmer analyst,Y,52458.0,2012.0,ohio
1430695,CERTIFIED,programmer analyst,Y,57574.0,2014.0,ohio
1371518,CERTIFIED,programmer analyst,Y,60216.0,2014.0,illinois
413167,CERTIFIED-WITHDRAWN,senior software developer,Y,76149.0,2016.0,florida
2011947,CERTIFIED,computer programmer / configurer 2,Y,62816.0,2013.0,illinois
841531,CERTIFIED-WITHDRAWN,software engineer,Y,88254.0,2015.0,california
268027,CERTIFIED,computer programmer,N,67330.0,2016.0,illinois
939496,CERTIFIED,software developer,Y,47445.0,2015.0,connecticut
2582513,CERTIFIED,programmer analyst,Y,73133.0,2012.0,massachusetts
759901,CERTIFIED,computer programmer,Y,66394.0,2015.0,texas
1017439,CERTIFIED,computer system analyst,Y,62000.0,2015.0,florida
1896102,CERTIFIED,programmer analyst,Y,55994.0,2013.0,tennessee
2014917,CERTIFIED,programmer analyst,Y,56888.0,2013.0,florida
364203,CERTIFIED,software engineer,N,65042.0,2016.0,texas
1399068,CERTIFIED,software developer,Y,57886.0,2014.0,iowa
1432430,CERTIFIED-WITHDRAWN,research and technology computer scientist/enginee,Y,77085.0,2014.0,new york
211547,CERTIFIED,programmer analyst,N,50939.0,2016.0,michigan
142918,CERTIFIED,programmer analyst,N,66872.0,2016.0,michigan
1288807,WITHDRAWN,software engineer,Y,74664.0,2014.0,oregon
1722587,CERTIFIED,software engineer,Y,83366.0,2014.0,illinois
1426459,CERTIFIED,software developer,Y,50835.0,2014.0,tennessee
2870336,CERTIFIED,programmer analyst,Y,52728.0,2011.0,pennsylvania
254321,WITHDRAWN,computer programmer,N,45011.0,2016.0,texas
1453872,CERTIFIED,computer systems analyst 2,Y,71136.0,2014.0,california
2498123,CERTIFIED,computer system analyst,Y,60882.0,2012.0,indiana
2368979,CERTIFIED,senior staff software engineer,Y,122200.0,2012.0,california
424369,CERTIFIED,sr. software engineer - search and acquisition marketing,Y,130603.0,2016.0,california
2133473,CERTIFIED,computer specialist/testing and quality analyst 2,Y,69763.0,2013.0,kansas
2579747,CERTIFIED,programmer analyst,Y,55245.0,2012.0,new jersey
2082413,CERTIFIED,programmer analyst,N,45344.0,2013.0,virginia
1657282,CERTIFIED,computer programmer,Y,65666.0,2014.0,minnesota
1301377,CERTIFIED,programmer analyst,Y,60549.0,2014.0,california
1462761,CERTIFIED,software developer,Y,71219.0,2014.0,california
2774339,CERTIFIED,it applications programmer,Y,56576.0,2011.0,ohio
463686,CERTIFIED,computer specialist/testing and quality analyst 1,N,60590.0,2016.0,connecticut
2822328,DENIED,programmer analyst,Y,68723.0,2011.0,virginia
291617,WITHDRAWN,senior software engineer,N,68931.0,2016.0,illinois
1515536,CERTIFIED,software engineer,Y,75234.0,2014.0,north carolina
360233,CERTIFIED,software engineer,N,68931.0,2016.0,illinois
231915,CERTIFIED,programmer analyst,N,51730.0,2016.0,new jersey
457565,CERTIFIED,computer specialist/system support and development admin 2,Y,92290.0,2016.0,california
2946947,CERTIFIED,programmer analyst,Y,59030.4,2011.0,new jersey
2663364,CERTIFIED,computer programmer,N,50752.0,2011.0,new jersey
208374,CERTIFIED,programmer analyst level 1,N,60000.0,2016.0,new york
1983917,CERTIFIED,senior software developer,Y,109970.0,2013.0,california
287768,CERTIFIED,senior software engineer,Y,117548.0,2016.0,washington
345740,CERTIFIED,software engineer,N,66664.0,2016.0,connecticut
1622596,CERTIFIED,"computer software engineer, applications",Y,72125.0,2014.0,missouri
1584162,CERTIFIED,"mts 1, software engineer",Y,122179.0,2014.0,new york
1231412,CERTIFIED-WITHDRAWN,software engineer,Y,62982.0,2015.0,ohio
1467190,CERTIFIED,senior software developer,Y,107973.0,2014.0,california
952650,CERTIFIED,programmer analyst,Y,55120.0,2015.0,virginia
1279527,CERTIFIED-WITHDRAWN,programmer analyst,Y,52832.0,2014.0,nebraska
2480668,CERTIFIED,software developer,Y,57179.0,2012.0,new jersey
2983762,CERTIFIED,"software engineer, applications",Y,108368.0,2011.0,new jersey
480565,CERTIFIED,computer specialist/testing and quality analyst 2,Y,75878.0,2016.0,massachusetts
2414626,CERTIFIED,computer software engineer,Y,58365.0,2012.0,ohio
2463705,CERTIFIED,programmer anlayst,Y,60881.6,2012.0,texas
1406180,CERTIFIED-WITHDRAWN,computer systems analyst,Y,43680.0,2014.0,virginia
1215366,CERTIFIED,senior software engineer,Y,81827.0,2015.0,illinois
1945117,CERTIFIED,programmer analyst,Y,53706.0,2013.0,iowa
2397869,CERTIFIED,software engineer applications,Y,61984.0,2012.0,tennessee
1019027,CERTIFIED,programmer analyst,Y,52499.0,2015.0,new jersey
1411161,CERTIFIED,software engineer / quality assurance (qa) analyst,Y,45635.0,2014.0,oklahoma
2568622,CERTIFIED,software engineer,Y,103625.6,2012.0,massachusetts
1589788,CERTIFIED,programmer analyst,Y,52770.0,2014.0,new jersey
2538417,CERTIFIED,computer programmer analyst,Y,56555.0,2012.0,new hampshire
2879727,CERTIFIED,software engineer (qa engineer),Y,87100.0,2011.0,california
2539857,CERTIFIED,.net developer/software developer,Y,67454.0,2012.0,virginia
255844,WITHDRAWN,programmer analyst,N,60549.0,2016.0,virginia
1575955,CERTIFIED,computer systems engineer,Y,44054.0,2014.0,texas
1276227,CERTIFIED-WITHDRAWN,software engineer,Y,76918.4,2014.0,california
2554264,CERTIFIED,software engineer,Y,75608.0,2012.0,california
1059113,CERTIFIED,software engineer,Y,108534.0,2015.0,california
1500103,CERTIFIED,software engineer,Y,80746.0,2014.0,california
352926,CERTIFIED,full stack software engineer,Y,70138.0,2016.0,california
1955592,CERTIFIED,computer programmer/ analyst,Y,49754.0,2013.0,georgia
2571843,CERTIFIED,programmer/analyst,Y,30864.0,2012.0,maine
1232279,CERTIFIED,programmer analyst (testing),Y,69826.0,2015.0,north carolina
2102703,CERTIFIED,software engineer,Y,79789.0,2013.0,texas
1393256,CERTIFIED,computer systems analyst,Y,79269.0,2014.0,california
1512269,CERTIFIED,computer programmer,Y,52770.0,2014.0,new jersey
2311540,CERTIFIED,programmer analyst,Y,60965.0,2012.0,indiana
2064643,CERTIFIED,programmer analyst,Y,54454.0,2013.0,georgia
1982902,CERTIFIED,computer specialist/system support and development,Y,84490.0,2013.0,maryland
2969887,CERTIFIED,computer program analyst,Y,54080.0,2011.0,virginia
2285873,CERTIFIED,programmer/analyst,Y,81286.0,2012.0,washington
2774486,CERTIFIED,programmer analyst,Y,65582.0,2011.0,new jersey
173003,CERTIFIED-WITHDRAWN,programmer analyst,N,53498.0,2016.0,iowa
348760,CERTIFIED,"mts 1, software engineer",Y,142376.0,2016.0,california
362233,CERTIFIED-WITHDRAWN,software engineer,Y,81682.0,2016.0,michigan
2328804,CERTIFIED,computer programmer analyst,Y,55702.0,2012.0,new jersey
243522,CERTIFIED,computer programmer,Y,77563.0,2016.0,georgia
2860896,CERTIFIED,computer programmer,Y,54205.0,2011.0,wisconsin
2074507,CERTIFIED,programmer analyst,Y,73133.0,2013.0,massachusetts
2231467,DENIED,software engineer,Y,68474.0,2012.0,illinois
237577,CERTIFIED,programmer analyst,N,54059.0,2016.0,california
443334,CERTIFIED,network & computer systems administrator,N,63357.0,2016.0,connecticut
969548,DENIED,senior software engineer,Y,114400.0,2015.0,california
1596703,CERTIFIED-WITHDRAWN,programmer analyst,Y,55744.0,2014.0,maine
1823106,CERTIFIED,computer programmer / analyst,Y,53747.0,2013.0,virginia
2957013,CERTIFIED,programmer analyst(java),Y,67101.0,2011.0,new york
95384,CERTIFIED,computer programmer analyst,N,60154.0,2016.0,north carolina
924049,CERTIFIED,programmer analyst,Y,63398.0,2015.0,new york
2701341,CERTIFIED,programmer/analyst,Y,53893.0,2011.0,iowa
258711,CERTIFIED,programmer,Y,76502.0,2016.0,virginia
1769979,CERTIFIED,software engineer,Y,94162.0,2014.0,california
422282,CERTIFIED,"computer vision algorithm engineer, adas",Y,115960.0,2016.0,california
1003728,CERTIFIED,programmer analyst,Y,55245.0,2015.0,california
198271,WITHDRAWN,application programmer,Y,71074.0,2016.0,georgia
1331685,CERTIFIED,computer programmer analyst,Y,79643.0,2014.0,california
1177805,CERTIFIED-WITHDRAWN,software developer,Y,86113.0,2015.0,colorado
380704,CERTIFIED,software engineer,Y,138362.0,2016.0,california
2213128,CERTIFIED,programmer analyst,Y,58032.0,2013.0,north carolina
2363475,CERTIFIED,software engineer,Y,82867.0,2012.0,texas
1207862,CERTIFIED,programmer analyst,Y,61173.0,2015.0,north carolina
2141523,CERTIFIED,software engineer,Y,100984.0,2013.0,california
1457271,CERTIFIED,software engineer,Y,62483.0,2014.0,oregon
1270495,CERTIFIED-WITHDRAWN,senior software engineer,Y,86728.0,2014.0,washington
212603,CERTIFIED,programmer analyst level 1,N,67579.0,2016.0,connecticut
1367634,CERTIFIED,software engineer,Y,78562.0,2014.0,california
1455535,CERTIFIED,senior electrical/software engineer,Y,87214.0,2014.0,new jersey
966230,CERTIFIED,applications programmer,Y,58885.0,2015.0,texas
2096128,CERTIFIED,programmer analyst,Y,67371.0,2013.0,washington
844258,CERTIFIED,programmer analyst,Y,85322.0,2015.0,california
2338187,CERTIFIED-WITHDRAWN,"computer software engineer, systems software",Y,95555.2,2012.0,new york
2346611,CERTIFIED-WITHDRAWN,software engineer,Y,71094.4,2012.0,california
1638758,CERTIFIED,software engineer,Y,74797.0,2014.0,california
2874974,DENIED,"project manager: computer software engineer, appli",Y,89606.0,2011.0,california
2323903,CERTIFIED,programmer analyst,Y,52458.0,2012.0,ohio
2828071,CERTIFIED,computer administrator,Y,53560.0,2011.0,new jersey
1694375,CERTIFIED,computer programmer,Y,41288.0,2014.0,ohio
1776244,CERTIFIED,programmer analyst,Y,52770.0,2014.0,new jersey
901384,CERTIFIED,software engineer,Y,69576.0,2015.0,new jersey
2399051,CERTIFIED,computer programmer,Y,52478.0,2012.0,new jersey
1253029,CERTIFIED,computer systems analyst,Y,62005.0,2015.0,colorado
1118670,CERTIFIED,senior software developer,Y,108763.0,2015.0,new jersey
935917,CERTIFIED,statistical programmer,Y,77854.0,2015.0,new jersey
202317,CERTIFIED-WITHDRAWN,programmer analyst/system analyst,N,41267.0,2016.0,pennsylvania
2204900,CERTIFIED,software engineer,Y,72405.0,2013.0,indiana
2262511,CERTIFIED,programmer analyst,Y,50939.0,2012.0,illinois
962219,CERTIFIED,programmer analyst,Y,38834.0,2015.0,kentucky
903171,CERTIFIED,programmer/analyst,Y,52499.0,2015.0,new jersey
651094,CERTIFIED-WITHDRAWN,software engineer,Y,67454.0,2015.0,maryland
2967054,CERTIFIED,programmer analyst,Y,64292.8,2011.0,north carolina
180504,CERTIFIED,programmer analyst,N,61610.0,2016.0,wisconsin
1578362,CERTIFIED,programmer analyst,Y,60403.0,2014.0,new jersey
241294,CERTIFIED,programmer analyst,N,60549.0,2016.0,pennsylvania
1334321,CERTIFIED,senior programmer analyst,Y,64334.0,2014.0,pennsylvania
420051,CERTIFIED,sr. software engineer,Y,120390.0,2016.0,california
243095,CERTIFIED,programmer analyst,N,47902.0,2016.0,california
2156914,CERTIFIED,programmer analyst,Y,48464.0,2013.0,missouri
2178548,CERTIFIED,software developer,Y,72987.0,2013.0,new jersey
2707318,CERTIFIED,programmer analyst,Y,43243.0,2011.0,new hampshire
2838803,CERTIFIED,software engineer,Y,63045.0,2011.0,illinois
1284621,CERTIFIED-WITHDRAWN,programmer analyst,Y,45635.0,2014.0,illinois
1167359,CERTIFIED,programmer analyst,Y,56410.0,2015.0,texas
2098203,CERTIFIED,sr.programmer analyst,Y,103500.8,2013.0,virginia
812708,CERTIFIED,software developer,Y,73445.0,2015.0,new york
1089553,CERTIFIED,software engineer,Y,128773.0,2015.0,washington
1361271,CERTIFIED,computer systems analyst,Y,62026.0,2014.0,new jersey
654565,CERTIFIED-WITHDRAWN,software engineer,Y,76690.0,2015.0,california
2587745,CERTIFIED,programmer analyst,Y,52312.0,2012.0,wisconsin
215722,CERTIFIED,computer programmer,N,63690.0,2016.0,texas
326071,CERTIFIED,software developer,Y,72010.0,2016.0,new jersey
2597619,CERTIFIED,software programmer,Y,49754.0,2012.0,georgia
2987440,CERTIFIED,programmer analyst,Y,48574.0,2011.0,virginia
417500,CERTIFIED,software engineer,N,62483.0,2016.0,georgia
248752,CERTIFIED,computer programmer,N,51730.0,2016.0,new jersey
1480946,CERTIFIED,software engineer,Y,45282.0,2014.0,texas
291789,CERTIFIED,software engineer,N,67787.0,2016.0,new jersey
2150601,CERTIFIED-WITHDRAWN,programmer analysts,Y,57595.0,2013.0,california
1730672,CERTIFIED,programmer analyst,Y,70179.0,2014.0,massachusetts
769537,CERTIFIED,programmer /analyst,Y,62421.0,2015.0,ohio
91476,CERTIFIED,system programmer analyst,Y,101400.0,2016.0,new jersey
1111967,CERTIFIED,programmer analyst,Y,46904.0,2015.0,georgia
2841396,CERTIFIED,programmer analyst,Y,42598.0,2011.0,wisconsin
317347,CERTIFIED,programmer analyst,N,51230.0,2016.0,illinois
2501326,CERTIFIED,software developer(embedded systems),Y,46176.0,2012.0,michigan
259279,CERTIFIED-WITHDRAWN,computer programmer analyst,N,54059.0,2016.0,california
115877,CERTIFIED,computer systems analyst,N,57907.0,2016.0,maryland
